MPID,Name,Constituency,Region,Party,Gender,Legislature,Chamber,Session,Activity,Date,Description,Category,Status,Purpose,Organization
LWMP-02-0168,U Pe Than,Myebon,Rakhine,ANP,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Oral Question,12/28/2016,(၁၆”= ၁မိုင်)စကေးဖြင့်သာ မြေပုံရေးဆွဲခွင့်ရှိသည့် မြေပုံမြို့ အပါအဝင် အခြားမြို့များအား (၆၄” = ၁မိုင်) စကေး မြို့ကွက်မြေများအဖြစ် သတ်မှတ်တိုင်းတာနိုင်ရေး အတွက် နိုင်ငံတော်မှ မည်သို့ ဆောင်ရွက်ပေးမည်ကို သိလိုခြင်း,,NA,NA,"Ministry of Agriculture, Livestock Breeding and Irrigation"
LWMP-02-0217,U T Khun Myat,Kutkai,Shan,USDP,Male,Second Pyithu Hluttaw,Pyidaungsu Hluttaw,Second Regular Session,Motion,10/07/2016,(၃၇) ကြိမ်မြောက် အာဆီယံပါလီမန်များ အထွေထွေညီလာခံ ( 37 General Assembly of the ASE Inter-Parliamentary Assembly)ကို ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော် နေပြည်တော်၌ အောင်မြင်စွာ ကျင်းပနိုင်ခဲ့ခြင်းအတွက် ဂုဏ်ယူဝမ်းမြောက်ကြောင်းနှင့် အောင်မြင်စွာကျင်းပနိုင်ရန် ပူးပေါင်းပါဝင်ဆောင်ရွက်ပေး ခဲ့ကြသည့် ဌာန၊ အဖွဲ့အသီးသီးမှ အကြီးအမှူးများ၊ နိုင်ငံဝန်ထမ်းများ အားလုံးကို ပြည်ထောင်စုလွှတ်တော်က မှတ်တမ်းတင်ဂုဏ်ပြုပါကြောင်းအဆို,,Recorded,,
LWMP-02-0269,U Khin Zaw,Kawthoung,Taninthayi,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/19/2016,၁၉၄၅ ခုနှစ်က ပြဋ္ဌာန်းခဲ့သော ရဲအက်ဥပဒေအား ခေတ်နှင့်လျော်ညီသော ဥပဒေဖြစ်အောင် ပြုပြင်ရေးဆွဲရန် အစီအစဉ်ရှိ/မရှိ။,Legislation,Affirmative,Legislation,Ministry of Home Affairs
LWMP-02-0237,U Tin Aye,Matman,Shan,Independent,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,10/06/2016,၁၉၇၂ ခုနှစ်က လူထုလုပ်အားဖြင့် ဖော်ထုတ်ခဲ့သော ငါးမွေးကန်နှင့် လယ်ကွက်ကို ဒေသခံအာဏာပိုင် အဆက်ဆက်တို့က သိမ်းယူခဲ့ပြီးသီးစားချထားပိုင်ခွင့် ရှိ/မရှိနှင့် မူရင်းပိုင်ရှင်များထံ ပြန်လည်စွန့်လွှတ်ပေးရန် အစီအစဉ် ရှိ/မရှိ။,Administration,Underway,Scrutiny,Ministry of Home Affairs
UPMP-02-0026,U Lahl Minn Htan,Chin-10,Chin,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,07/26/2016,၁၉၇၅ ခုနှစ်က ဖောက်လုပ်ပြီးစီးခဲ့သော မတူပီ-ရေဇွာ-ဟားခါး ပြည်ထောင်စုလမ်းအား ရာသီမရွေးသွားလာနိုင် သော ကတ္တရာလမ်းအဖြစ် ခင်းပေးရန် အစီအစဉ် ရှိ/မရှိ,Infrasturctural Development,Mixed Answer,Scrutiny,Ministry of Construction
LWMP-02-0304,Dr. U Khin Maung Maung,Dagon Myothit (North),Yangon,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/21/2016,၁၉၈၂ ခုနှစ် နိုင်ငံသားဖြစ်မှု ဥပဒေအရ မှတ်ပုံတင်ပြုလုပ်ရာတွင် လူဝင်မှုကြီးကြပ်ရေးနှင့် မှတ်ပုံတင်ဦးစီးဌာနမှ နိုင်ငံသား မှတ်ပုံတင်ထုတ်ပေးရာ၌ ပြန်လည်စိစစ်ရန် ညွှန်ကြားထားခြင်း ရှိ/မရှိ။,Civic Rights,Affirmative,Scrutiny,"Ministry of Labours, Immigration and Population"
LWMP-02-0173,Daw Khin Saw Wai,Rathedaung,Rakhine,ANP,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,First Regular Session,Motion,05/06/2016,၁၉၈၂ ခုနှစ်၊ မြန်မာနိုင်ငံသားဥပဒေအရ နိုင်ငံသားပြဿနာများကို မြန်မာနိုင်ငံတစ်ဝန်းတွင် ဤဥပဒေနှင့်အ ညီ ထိရောက်စွာ စိစစ်ဆောင်ရွက်ပေးနိုင်ပါရန် နိုင်ငံံတော်အစိုးရအားတိုက်တွန်းကြောင်း။,Administration,Recorded,Scrutiny,
UPMP-02-0161,U Htay Oo,Yangon-2,Yangon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,First Regular Session,Oral Question,05/16/2016,၂.၁.၂၁၆ နေ့ထုတ် မြန်မာ့အလင်း သတင်းစာ စာမျက်နှာ (၁၀) ပါ ကစားကွင်းအတွင်း မိန်းကလေးများ အပါအဝင် ဂိမ်းကစားသူ များ အောင်မြင်ပါက အမျိုးသားလိင်တန်ဆာ ပစ္စည်းအတုများကို လက်ဆောင်ပေးခဲ့ကြောင်း မန်နေဂျာမှ ဝန်ခံပါလျက် ပြစ်မှုဆိုင်ရာ ဥပဒေပုဒ်မ ၂၉၂၊ ပုဒ်မ ၂၉၃ နှင့် ပုဒ်မ ၃၅၄ တို့အရ အရေးယူရမည့်အစား အဘယ်ကြောင့် အရေးမယူခဲ့သည်ကို သိရှိလိုခြင်း။,Administration,Underway,Scrutiny,Ministry of Home Affairs
UPMP-02-0164,U Ba Myo Thein,Yangon-5,Yangon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/22/2016,၂၀၁၂ခုနှစ်၊ လယ်ယာမြေ ဥပဒေ၊ နည်းဥပဒေများ၊ အမိန့်ကြော်ငြာစာများ၊ ညွှန်ကြားချက်များ၊ လုပ်ထုံးလုပ်နည်းနှင့် ပုံစံသတ်မှတ်မှုများကို တစ်ပေါင်းတည်းဖြင့် လယ်ယာမြေဥပဒေလက်စွဲအဖြစ် စာအုပ်ဖြန့်ဝေ ပေးနိုင်ခြင်းနှင့် ဆင့်ပွားသင်တန်း ပေးဆောင်ရွက်နိုင်ခြင်း ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Agriculture,Underway,Scrutiny,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0065,Saw Than Htt,Kayin-2,Kayin,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/01/2016,၂၀၁၂ခုနှစ်က ဧကပေါင်း ၉၆၉ဧကဖြင့် အကောင်အထည်ဖော်ခဲ့သည့် ကရင်ပြည်နယ်၊ ဘားအံစက်မှုဇုန်နှင့်စပ်လျဉ်းသည့်မေးခွန်း၊,NA,NA,NA,Ministry of Planning and Finance
UPMP-02-0133,U Zaw Min Latt (or) Ko Latt,Shan-1,Shan,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,07/26/2016,၂၀၁၃ ခုနှစ်၊ အနည်းဆုံး အခကြေးငွေ ဥပဒေအရ ၂၀-၁၂-၂၀၁၃ ရက်နေ့က ဖွဲ့စည်းခဲ့သော အနည်းဆုံးအခကြေးငွေ သတ်မှတ်ရေးဆိုင်ရာ အမျိုးသားကော်မတီမှ ၂၀၁၅ ခုနှစ်၊ ဇွန်လ (၂၉) ရက်နေ့တွင် ထုတ်ပြန်ခဲ့သော နေရာဒေသနှင့် လုပ်ငန်းအမျိုးအစား မခွဲခြားဘဲ တစ်နိုင်ငံလုံး တစ်ပြေးညီ အလုပ်သမားများ အတွက် အနည်းဆုံးအခကြေးငွေ တစ်နာရီ ငွေကျပ် ၄၅၀နှုန်းဖြင့် တစ်ရ,Labour,Negative,Scrutiny,"Ministry of Labours, Immigration and Population"
UPMP-02-0128,U Ye Htut,Sagaing-5,Sagaing,NLD,Male,Second Amyotha Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,11/30/2016,၂၀၁၄-၂၀၁၅ ဘဏ္ဍာနှစ် ငွေကြေးမူဝါဒ အကောင်အထည်ဖော်ဆောင်ရွက်ချက် အစီရင်ခံစာနှင့် ငွေရေးကြေးရေးစသနစ် တည်ငြိမ်ရေး ဆောင်ရွက်ချက်အစီရင်ခံစာ,NA,,NA,NA
LWMP-02-0306,Dr. Daw Thet Thet Khaing,Dagon,Yangon,NLD,Female,Second Pyithu Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,11/30/2016,၂၀၁၄-၂၀၁၅ ဘဏ္ဍာနှစ် ငွေကြေးမူဝါဒ အကောင်အထည်ဖော်ဆောင်ရွက်ချက် အစီရင်ခံစာနှင့် ငွေရေးကြေးရေးစသနစ် တည်ငြိမ်ရေး ဆောင်ရွက်ချက်အစီရင်ခံစာ,NA,,NA,NA
UPMP-02-0163,U Than Soe (or) Than Soe (Eco),Yangon-4,Yangon,NLD,Male,Second Amyotha Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,11/30/2016,၂၀၁၄-၂၀၁၅ ဘဏ္ဍာနှစ် ငွေကြေးမူဝါဒ အကောင်အထည်ဖော်ဆောင်ရွက်ချက် အစီရင်ခံစာနှင့် ငွေရေးကြေးရေးစသနစ် တည်ငြိမ်ရေး ဆောင်ရွက်ချက်အစီရင်ခံစာ,NA,,NA,NA
LWMP-02-0194,Daw Khin San Hlaing,Pale,Sagaing,NLD,Female,Second Pyithu Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,11/30/2016,၂၀၁၄-၂၀၁၅ ဘဏ္ဍာနှစ် ငွေကြေးမူဝါဒ အကောင်အထည်ဖော်ဆောင်ရွက်ချက် အစီရင်ခံစာနှင့် ငွေရေးကြေးရေးစသနစ် တည်ငြိမ်ရေး ဆောင်ရွက်ချက်အစီရင်ခံစာ,NA,,NA,NA
